Well Name,Consistent_Well Name,qld_database_id
Carn Brea 303,Carn Brea 303,-1
Carn Brea 304,Carn Brea 304,-1
Carn Brea 305,Carn Brea 305,-1
Carn Brea 306,Carn Brea 306,-1
Carn Brea 307,Carn Brea 307,-1
Carn Brea 308,Carn Brea 308,-1
Carn Brea 260,Carn Brea 260,-1
SJ011F,SJ011F,-1
CX070F,CX070F,-1
CX071F,CX071F,-1
CX072F,CX072F,-1
EF050,EF050,-1
EF051,EF051,-1
EF052,EF052,-1
EF090F,EF090F,-1
SW092A,SW092A,-1
SW092V,SW092V,-1
SW100A,SW100A,-1
SW100V,SW100V,-1
SW101A,SW101A,-1
SW101V,SW101V,-1
SW063F,SW063F,-1
SW064F,SW064F,-1
SW090A,SW090A,-1
SW090V,SW090V,-1
SW091A,SW091A,-1
SW091V,SW091V,-1
Mavis Downs 50V,Mavis Downs 50V,-1
MD051A,MD051A,-1
MD051V,MD051V,-1
MD052A,MD052A,-1
MD052V,MD052V,-1
Carn Brea 141,Carn Brea 141,-1
Carn Brea 142,Carn Brea 142,-1
Carn Brea 143,Carn Brea 143,-1
Carn Brea 144,Carn Brea 144,-1
Carn Brea 145,Carn Brea 145,-1
Kogan North-4,Kogan North 4,-1
Kogan North-4A,Kogan North 4A,-1
Kendor-3,Kendor 3,-1
BWP-7,BWP 7,-1
Coomooboolaroo-4F,Coomooboolaroo 4F,-1
Styx River-2,Styx River 2,-1
Boyne River-3,Boyne River 3,-1
Boyne River-4,Boyne River 4,-1
Harrisville-1A,Harrisville 1A,-1
Coomooboolaroo-3C,Coomooboolaroo 3C,-1
Carn Brea 163,Carn Brea 163,-1
Carn Brea 164,Carn Brea 164,-1
Carn Brea 170,Carn Brea 170,-1
Bush-1,Bush 1,-1
Carn Brea 151,Carn Brea 151,-1
Carn Brea 152,Carn Brea 152,-1
Carn Brea 153,Carn Brea 153,-1
Carn Brea 154,Carn Brea 154,-1
SC050V,SC050V,-1
SC051A,SC051A,-1
SC051V,SC051V,-1
SC052A,SC052A,-1
SC052V,SC052V,-1
WB012A,WB012A,-1
WB052A,WB052A,-1
WB052V,WB052V,-1
WB007F,WB007F,-1
WB008F,WB008F,-1
WB050A,WB050A,-1
WB050V,WB050V,-1
WB051A,WB051A,-1
WB051V,WB051V,-1
MD005F,MD005F,-1
MD006F,MD006F,-1
MD042A,MD042A,-1
MD042V,MD042V,-1
M333W,M333W,-1
EF072V,EF072V,-1
EF040F,EF040F,-1
EF041F,EF041F,-1
EF042F,EF042F,-1
LW016F,LW016F,-1
KC020F,KC020F,-1
Carn Brea 155,Carn Brea 155,-1
Carn Brea 156,Carn Brea 156,-1
Carn Brea 157,Carn Brea 157,-1
Carn Brea 158,Carn Brea 158,-1
Boyne River-7,Boyne River 7,-1
Carn Brea 171,Carn Brea 171,-1
Carn Brea 172,Carn Brea 172,-1
Carn Brea 173,Carn Brea 173,-1
Carn Brea 174,Carn Brea 174,-1
Baralaba 8,Baralaba 8,-1
Moogerah-1,Moogerah 1,-1
Carn Brea 160,Carn Brea 160,-1
BWP-26,BWP 26,-1
Coomooboolaroo-2P,Coomooboolaroo 2P,-1
Glenburnie-4,Glenburnie 4,-1
Carn Brea 28,Carn Brea 28,-1
Carn Brea 371,Carn Brea 371,-1
Carn Brea 372,Carn Brea 372,-1
Carn Brea 373,Carn Brea 373,-1
Carn Brea 374,Carn Brea 374,-1
Carn Brea 375,Carn Brea 375,-1
Carn Brea 376,Carn Brea 376,-1
Carn Brea 377,Carn Brea 377,-1
Carn Brea 378,Carn Brea 378,-1
Carn Brea 443,Carn Brea 443,-1
Mt Maria-1,Mt Maria 1,-1
BWP-38L1,BWP 38L1,-1
Hopeland-18,Hopeland 18,-1
Carn Brea 440,Carn Brea 440,-1
Cunningham-2,Cunningham 2,-1
HB002P,HB002P,-1
BWP-6,BWP 6,-1
Carn Brea 433,Carn Brea 433,-1
Carn Brea 434,Carn Brea 434,-1
Carn Brea 435,Carn Brea 435,-1
Carn Brea 436,Carn Brea 436,-1
Plainview-5,Plainview 5,-1
Carn Brea 331,Carn Brea 331,-1
Carn Brea 332,Carn Brea 332,-1
Carn Brea 333,Carn Brea 333,-1
Carn Brea 334,Carn Brea 334,-1
Carn Brea 335,Carn Brea 335,-1
Carn Brea 336,Carn Brea 336,-1
Carn Brea 337,Carn Brea 337,-1
Carn Brea 338,Carn Brea 338,-1
BW-2,BW 2,-1
BW-2A,BW 2A,-1
Boyne River-2,Boyne River 2,-1
Boyne River-2A,Boyne River 2A,-1
Boyne River-2B,Boyne River 2B,-1
Boyne River-2C,Boyne River 2C,-1
BWP-34,BWP 34,-1
Carn Brea 442,Carn Brea 442,-1
Glenhaven-1,Glenhaven 1,-1
Carn Brea 291,Carn Brea 291,-1
Carn Brea 292,Carn Brea 292,-1
Carn Brea 293,Carn Brea 293,-1
Carn Brea 294,Carn Brea 294,-1
Carn Brea 295,Carn Brea 295,-1
ANGLO_RDH144,ANGLO RDH144,-1
ANGLO_RDH145,ANGLO RDH145,-1
ANGLO_RDH145R,ANGLO RDH145R,-1
ANGLO_RDH146,ANGLO RDH146,-1
ANGLO_RDH147,ANGLO RDH147,-1
ANGLO_RDH138,ANGLO RDH138,-1
ANGLO_RDH139,ANGLO RDH139,-1
ANGLO_RDH140,ANGLO RDH140,-1
ANGLO_RDH141,ANGLO RDH141,-1
ANGLO_RDH142,ANGLO RDH142,-1
ANGLO_RDH143,ANGLO RDH143,-1
ANGLO_RDH132,ANGLO RDH132,-1
ANGLO_RDH133,ANGLO RDH133,-1
ANGLO_RDH134,ANGLO RDH134,-1
ANGLO_RDH135,ANGLO RDH135,-1
ANGLO_RDH136,ANGLO RDH136,-1
ANGLO_RDH137,ANGLO RDH137,-1
ANGLO_RDH127,ANGLO RDH127,-1
ANGLO_RDH128,ANGLO RDH128,-1
ANGLO_RDH129,ANGLO RDH129,-1
ANGLO_RDH12C,ANGLO RDH12C,-1
ANGLO_RDH130,ANGLO RDH130,-1
ANGLO_RDH131,ANGLO RDH131,-1
ANGLO_RDH121,ANGLO RDH121,-1
ANGLO_RDH122,ANGLO RDH122,-1
ANGLO_RDH123,ANGLO RDH123,-1
ANGLO_RDH124,ANGLO RDH124,-1
ANGLO_RDH125,ANGLO RDH125,-1
ANGLO_RDH126,ANGLO RDH126,-1
ANGLO_RDH115,ANGLO RDH115,-1
ANGLO_RDH116,ANGLO RDH116,-1
ANGLO_RDH117,ANGLO RDH117,-1
ANGLO_RDH118,ANGLO RDH118,-1
KC021F,KC021F,-1
KC022F,KC022F,-1
WB040F,WB040F,-1
WB041F,WB041F,-1
WB042F,WB042F,-1
NP008A,NP008A,-1
NP008V,NP008V,-1
NP009A,NP009A,-1
SW070V,SW070V,-1
SW071A,SW071A,-1
EF003V,EF003V,-1
Ellensfield 3,Ellensfield 3,-1
EF004A,EF004A,-1
EF004V,EF004V,-1
EF005A,EF005A,-1
EF005V,EF005V,-1
SC092V,SC092V,-1
LW142A,LW142A,-1
LW142V,LW142V,-1
LW140A,LW140A,-1
LW140V,LW140V,-1
LW141A,LW141A,-1
LW141V,LW141V,-1
SC091A,SC091A,-1
SC091V,SC091V,-1
Tipton 561,Tipton 561,-1
Tipton 562,Tipton 562,-1
Tipton 563,Tipton 563,-1
Tipton 564,Tipton 564,-1
Alderley 305,Alderley 305,-1
Alderley 143,Alderley 143,-1
Tipton West-2,Tipton West 2,-1
TWP-13,TWP 13,-1
TWP-15,TWP 15,-1
Tipton 308,Tipton 308,-1
Tipton 296,Tipton 296,-1
Tipton 236,Tipton 236,-1
Tipton 231,Tipton 231,-1
Alderley 313,Alderley 313,-1
Alderley 318,Alderley 318,-1
Tipton 253,Tipton 253,-1
Tipton-30,Tipton 30,-1
Alderley 219,Alderley 219,-1
Tipton 224,Tipton 224,-1
Tipton-169,Tipton 169,-1
Tipton 645,Tipton 645,-1
Tipton-59,Tipton 59,-1
Tipton 277,Tipton 277,-1
ANGLO_RDH119,ANGLO RDH119,-1
ANGLO_RDH120,ANGLO RDH120,-1
ANGLO_RDH10C,ANGLO RDH10C,-1
ANGLO_RDH110,ANGLO RDH110,-1
ANGLO_RDH111,ANGLO RDH111,-1
ANGLO_RDH112,ANGLO RDH112,-1
ANGLO_RDH113,ANGLO RDH113,-1
ANGLO_RDH114,ANGLO RDH114,-1
ANGLO_RDH104,ANGLO RDH104,-1
ANGLO_RDH105,ANGLO RDH105,-1
ANGLO_RDH106,ANGLO RDH106,-1
ANGLO_RDH107,ANGLO RDH107,-1
ANGLO_RDH108,ANGLO RDH108,-1
ANGLO_RDH109,ANGLO RDH109,-1
ANGLO_RDH098,ANGLO RDH098,-1
ANGLO_RDH099,ANGLO RDH099,-1
ANGLO_RDH100,ANGLO RDH100,-1
ANGLO_RDH101,ANGLO RDH101,-1
ANGLO_RDH102,ANGLO RDH102,-1
ANGLO_RDH103,ANGLO RDH103,-1
ANGLO_RDH092,ANGLO RDH092,-1
ANGLO_RDH093,ANGLO RDH093,-1
ANGLO_RDH094,ANGLO RDH094,-1
ANGLO_RDH095,ANGLO RDH095,-1
ANGLO_RDH096,ANGLO RDH096,-1
ANGLO_RDH097,ANGLO RDH097,-1
ANGLO_RDH086,ANGLO RDH086,-1
ANGLO_RDH087,ANGLO RDH087,-1
ANGLO_RDH088,ANGLO RDH088,-1
ANGLO_RDH089,ANGLO RDH089,-1
ANGLO_RDH090,ANGLO RDH090,-1
ANGLO_RDH091,ANGLO RDH091,-1
ANGLO_RDH080,ANGLO RDH080,-1
ANGLO_RDH081,ANGLO RDH081,-1
ANGLO_RDH082,ANGLO RDH082,-1
ANGLO_RDH083,ANGLO RDH083,-1
ANGLO_RDH084,ANGLO RDH084,-1
ANGLO_RDH085,ANGLO RDH085,-1
ANGLO_RDH074C,ANGLO RDH074C,-1
ANGLO_RDH075,ANGLO RDH075,-1
ANGLO_RDH076,ANGLO RDH076,-1
ANGLO_RDH077,ANGLO RDH077,-1
ANGLO_RDH078,ANGLO RDH078,-1
ANGLO_RDH079,ANGLO RDH079,-1
ANGLO_RDH068,ANGLO RDH068,-1
ANGLO_RDH069,ANGLO RDH069,-1
ANGLO_RDH070,ANGLO RDH070,-1
ANGLO_RDH071C,ANGLO RDH071C,-1
ANGLO_RDH072C,ANGLO RDH072C,-1
ANGLO_RDH073C,ANGLO RDH073C,-1
ANGLO_RDH062,ANGLO RDH062,-1
ANGLO_RDH063,ANGLO RDH063,-1
ANGLO_RDH064,ANGLO RDH064,-1
ANGLO_RDH065,ANGLO RDH065,-1
ANGLO_RDH066,ANGLO RDH066,-1
ANGLO_RDH067,ANGLO RDH067,-1
ANGLO_RDH056,ANGLO RDH056,-1
ANGLO_RDH057,ANGLO RDH057,-1
ANGLO_RDH058,ANGLO RDH058,-1
ANGLO_RDH059C,ANGLO RDH059C,-1
ANGLO_RDH060,ANGLO RDH060,-1
ANGLO_RDH061,ANGLO RDH061,-1
ANGLO_RDH050,ANGLO RDH050,-1
ANGLO_RDH051,ANGLO RDH051,-1
ANGLO_RDH052,ANGLO RDH052,-1
ANGLO_RDH053,ANGLO RDH053,-1
ANGLO_RDH054,ANGLO RDH054,-1
ANGLO_RDH055,ANGLO RDH055,-1
ANGLO_RDH044,ANGLO RDH044,-1
ANGLO_RDH045C,ANGLO RDH045C,-1
ANGLO_RDH046,ANGLO RDH046,-1
ANGLO_RDH047,ANGLO RDH047,-1
ANGLO_RDH048,ANGLO RDH048,-1
ANGLO_RDH049,ANGLO RDH049,-1
ANGLO_RDH038,ANGLO RDH038,-1
ANGLO_RDH039,ANGLO RDH039,-1
ANGLO_RDH040,ANGLO RDH040,-1
ANGLO_RDH041,ANGLO RDH041,-1
ANGLO_RDH042C,ANGLO RDH042C,-1
ANGLO_RDH043C,ANGLO RDH043C,-1
ANGLO_RDH032C,ANGLO RDH032C,-1
ANGLO_RDH033C,ANGLO RDH033C,-1
ANGLO_RDH034,ANGLO RDH034,-1
ANGLO_RDH035,ANGLO RDH035,-1
ANGLO_RDH036C,ANGLO RDH036C,-1
ANGLO_RDH037,ANGLO RDH037,-1
ANGLO_RDH026,ANGLO RDH026,-1
Carn Brea 437,Carn Brea 437,-1
Carn Brea 438,Carn Brea 438,-1
Carn Brea 439,Carn Brea 439,-1
Carn Brea 391,Carn Brea 391,-1
Carn Brea 392,Carn Brea 392,-1
Carn Brea 393,Carn Brea 393,-1
Carn Brea 394,Carn Brea 394,-1
Carn Brea 121,Carn Brea 121,-1
Carn Brea 122,Carn Brea 122,-1
Carn Brea 123,Carn Brea 123,-1
Carn Brea 124,Carn Brea 124,-1
Carn Brea 125,Carn Brea 125,-1
Carn Brea 126,Carn Brea 126,-1
Carn Brea 127,Carn Brea 127,-1
Carn Brea 128,Carn Brea 128,-1
Cunningham-1,Cunningham 1,-1
Cunningham-1A,Cunningham 1A,-1
Mt Crumpet-1,Mt Crumpet 1,-1
PD008,PD008,-1
Carn Brea 120,Carn Brea 120,-1
Carn Brea 191,Carn Brea 191,-1
Carn Brea 192,Carn Brea 192,-1
Carn Brea 193,Carn Brea 193,-1
ANGLO_RDH027,ANGLO RDH027,-1
ANGLO_RDH028,ANGLO RDH028,-1
ANGLO_RDH029,ANGLO RDH029,-1
ANGLO_RDH030,ANGLO RDH030,-1
ANGLO_RDH031,ANGLO RDH031,-1
SC092A,SC092A,-1
SC028LCA,SC028LCA,-1
SC028LCV,SC028LCV,-1
SC029LCA,SC029LCA,-1
SC029LCV,SC029LCV,-1
SC090A,SC090A,-1
SC090V,SC090V,-1
LW092A,LW092A,-1
LW110F,LW110F,-1
LW111F,LW111F,-1
LW112F,LW112F,-1
SC027LCA,SC027LCA,-1
SC027LCV,SC027LCV,-1
LW061,LW061,-1
LW062,LW062,-1
LW090A,LW090A,-1
LW090V,LW090V,-1
M230WR,M230WR,-1
M328W,M328W,-1
PD014F,PD014F,-1
PD015F,PD015F,-1
PD090A,PD090A,-1
PD151V,PD151V,-1
PD152A,PD152A,-1
PD152V,PD152V,-1
PD142A,PD142A,-1
ANGLO_RDH020C,ANGLO RDH020C,-1
ANGLO_RDH021C,ANGLO RDH021C,-1
ANGLO_RDH022C,ANGLO RDH022C,-1
ANGLO_RDH023C,ANGLO RDH023C,-1
ANGLO_RDH024C,ANGLO RDH024C,-1
ANGLO_RDH025C,ANGLO RDH025C,-1
ANGLO_RDH013C,ANGLO RDH013C,-1
ANGLO_RDH014C,ANGLO RDH014C,-1
ANGLO_RDH015C,ANGLO RDH015C,-1
ANGLO_RDH016C,ANGLO RDH016C,-1
ANGLO_RDH017C,ANGLO RDH017C,-1
ANGLO_RDH018C,ANGLO RDH018C,-1
ANGLO_RDH007C,ANGLO RDH007C,-1
ANGLO_RDH008C,ANGLO RDH008C,-1
ANGLO_RDH009C,ANGLO RDH009C,-1
ANGLO_RDH010C,ANGLO RDH010C,-1
ANGLO_RDH011,ANGLO RDH011,-1
ANGLO_RDH012C,ANGLO RDH012C,-1
ANGLO_RDH001C,ANGLO RDH001C,-1
ANGLO_RDH002C,ANGLO RDH002C,-1
ANGLO_RDH003C,ANGLO RDH003C,-1
ANGLO_RDH004C,ANGLO RDH004C,-1
ANGLO_RDH005C,ANGLO RDH005C,-1
ANGLO_RDH006C,ANGLO RDH006C,-1
ANGLO_RDG099,ANGLO RDG099,-1
ANGLO_RDG100,ANGLO RDG100,-1
ANGLO_RDG101,ANGLO RDG101,-1
ANGLO_RDG102,ANGLO RDG102,-1
ANGLO_RDG103,ANGLO RDG103,-1
ANGLO_RDG104,ANGLO RDG104,-1
ANGLO_RDG093C,ANGLO RDG093C,-1
ANGLO_RDG094C,ANGLO RDG094C,-1
ANGLO_RDG095C,ANGLO RDG095C,-1
ANGLO_RDG096,ANGLO RDG096,-1
ANGLO_RDG097,ANGLO RDG097,-1
ANGLO_RDG098,ANGLO RDG098,-1
ANGLO_RDG084C,ANGLO RDG084C,-1
ANGLO_RDG085C,ANGLO RDG085C,-1
ANGLO_RDG087C,ANGLO RDG087C,-1
ANGLO_RDG090C,ANGLO RDG090C,-1
ANGLO_RDG091C,ANGLO RDG091C,-1
ANGLO_RDG092C,ANGLO RDG092C,-1
ANGLO_RDG078C,ANGLO RDG078C,-1
ANGLO_RDG079C,ANGLO RDG079C,-1
ANGLO_RDG080C,ANGLO RDG080C,-1
ANGLO_RDG081C,ANGLO RDG081C,-1
PD150A,PD150A,-1
PD150V,PD150V,-1
PD151A,PD151A,-1
PD092A,PD092A,-1
EF091F,EF091F,-1
WB011LCA,WB011LCA,-1
PD025CR,PD025CR,-1
Stratheden-3,Stratheden 3,-1
Halliford 414,Halliford 414,-1
Halliford 411,Halliford 411,-1
Halliford 406,Halliford 406,-1
Halliford 395,Halliford 395,-1
Halliford 382,Halliford 382,-1
Halliford 352,Halliford 352,-1
Halliford 347,Halliford 347,-1
Halliford 335,Halliford 335,-1
Halliford 313,Halliford 313,-1
Halliford 305,Halliford 305,-1
Halliford 210,Halliford 210,-1
Halliford 211,Halliford 211,-1
Halliford 153,Halliford 153,-1
Halliford 140,Halliford 140,-1
Halliford 127,Halliford 127,-1
ANGLO_RDG082C,ANGLO RDG082C,-1
ANGLO_RDG083C,ANGLO RDG083C,-1
ANGLO_RDG072,ANGLO RDG072,-1
ANGLO_RDG073C,ANGLO RDG073C,-1
ANGLO_RDG074C,ANGLO RDG074C,-1
ANGLO_RDG075C,ANGLO RDG075C,-1
ANGLO_RDG076C,ANGLO RDG076C,-1
ANGLO_RDG077C,ANGLO RDG077C,-1
ANGLO_RDG059,ANGLO RDG059,-1
ANGLO_RDG060,ANGLO RDG060,-1
ANGLO_RDG061,ANGLO RDG061,-1
ANGLO_RDG062,ANGLO RDG062,-1
ANGLO_RDG063,ANGLO RDG063,-1
ANGLO_RDG064,ANGLO RDG064,-1
ANGLO_RDG053,ANGLO RDG053,-1
ANGLO_RDG054,ANGLO RDG054,-1
ANGLO_RDG055,ANGLO RDG055,-1
ANGLO_RDG056,ANGLO RDG056,-1
ANGLO_RDG057,ANGLO RDG057,-1
ANGLO_RDG058,ANGLO RDG058,-1
ANGLO_RDG047,ANGLO RDG047,-1
ANGLO_RDG048,ANGLO RDG048,-1
ANGLO_RDG049,ANGLO RDG049,-1
Halliford 131,Halliford 131,-1
Halliford 123,Halliford 123,-1
Halliford 110,Halliford 110,-1
Halliford 89,Halliford 89,-1
Halliford 71,Halliford 71,-1
Lone Pine-13,Lone Pine 13,-1
CX021LL2A,CX021LL2A,-1
Red Hill 101V,Red Hill 101V,-1
Red Hill 102V,Red Hill 102V,-1
Red Hill 103V,Red Hill 103V,-1
EF010C,EF010C,-1
Mavis Downs 17A,Mavis Downs 17A,-1
M339W,M339W,140425
M330WR,M330WR,-1
Halliford 399,Halliford 399,-1
Halliford 376,Halliford 376,-1
Halliford 368,Halliford 368,-1
Halliford 351,Halliford 351,-1
Halliford 339,Halliford 339,-1
Halliford 325,Halliford 325,-1
Halliford 311,Halliford 311,-1
Halliford 151,Halliford 151,-1
Halliford 137,Halliford 137,-1
ANGLO_RDG050,ANGLO RDG050,-1
ANGLO_RDG051,ANGLO RDG051,-1
ANGLO_RDG052,ANGLO RDG052,-1
ANGLO_RDG041,ANGLO RDG041,-1
ANGLO_RDG042,ANGLO RDG042,-1
ANGLO_RDG043,ANGLO RDG043,-1
ANGLO_RDG044,ANGLO RDG044,-1
ANGLO_RDG045,ANGLO RDG045,-1
ANGLO_RDG046,ANGLO RDG046,-1
ANGLO_RDG035,ANGLO RDG035,-1
ANGLO_RDG036,ANGLO RDG036,-1
ANGLO_RDG037,ANGLO RDG037,-1
ANGLO_RDG038,ANGLO RDG038,-1
ANGLO_RDG039,ANGLO RDG039,-1
ANGLO_RDG040,ANGLO RDG040,-1
ANGLO_RDG029,ANGLO RDG029,-1
ANGLO_RDG030,ANGLO RDG030,-1
ANGLO_RDG031,ANGLO RDG031,-1
ANGLO_RDG032,ANGLO RDG032,-1
ANGLO_RDG033,ANGLO RDG033,-1
ANGLO_RDG034,ANGLO RDG034,-1
ANGLO_RDG023,ANGLO RDG023,-1
ANGLO_RDG024,ANGLO RDG024,-1
ANGLO_RDG025,ANGLO RDG025,-1
ANGLO_RDG026,ANGLO RDG026,-1
ANGLO_RDG027,ANGLO RDG027,-1
ANGLO_RDG028,ANGLO RDG028,-1
ANGLO_RDG017,ANGLO RDG017,-1
ANGLO_RDG018,ANGLO RDG018,-1
ANGLO_RDG019,ANGLO RDG019,-1
ANGLO_RDG020,ANGLO RDG020,-1
ANGLO_RDG021,ANGLO RDG021,-1
ANGLO_RDG022,ANGLO RDG022,-1
ANGLO_RDG011,ANGLO RDG011,-1
ANGLO_RDG012,ANGLO RDG012,-1
ANGLO_RDG013,ANGLO RDG013,-1
ANGLO_RDG014,ANGLO RDG014,-1
ANGLO_RDG015,ANGLO RDG015,-1
ANGLO_RDG016,ANGLO RDG016,-1
ANGLO_RDG005,ANGLO RDG005,-1
ANGLO_RDG006,ANGLO RDG006,-1
ANGLO_RDG007,ANGLO RDG007,-1
ANGLO_RDG008,ANGLO RDG008,-1
ANGLO_RDG009,ANGLO RDG009,-1
ANGLO_RDG010,ANGLO RDG010,-1
ANGLO_RCC005,ANGLO RCC005,-1
Halliford 121,Halliford 121,-1
Halliford 115,Halliford 115,-1
Halliford 114,Halliford 114,-1
Halliford 84,Halliford 84,-1
Halliford 85,Halliford 85,-1
M250W,M250W,120337
M250WR,M250WR,-1
RH081A,RH081A,-1
Lone Pine-5,Lone Pine 5,-1
Mavis Downs 13V,Mavis Downs 13V,-1
Mavis Downs 16A,Mavis Downs 16A,-1
GR028,GR028,-1
M329W,M329W,140419
Lone Pine-3,Lone Pine 3,-1
WW017F,WW017F,-1
Halliford 166,Halliford 166,-1
LW005GMA,LW005GMA,-1
Halliford 7,Halliford 7,-1
Halliford 397,Halliford 397,-1
Halliford 374,Halliford 374,-1
Halliford 340,Halliford 340,-1
Halliford 337,Halliford 337,-1
Halliford 307,Halliford 307,-1
ANGLO_RCC006,ANGLO RCC006,-1
ANGLO_RDG001,ANGLO RDG001,-1
ANGLO_RDG002,ANGLO RDG002,-1
ANGLO_RDG003,ANGLO RDG003,-1
ANGLO_RDG004,ANGLO RDG004,-1
ANGLO_MRG90102V,ANGLO MRG90102V,-1
ANGLO_MRG90103V,ANGLO MRG90103V,-1
ANGLO_MRG901B03V,ANGLO MRG901B03V,-1
ANGLO_MRG90404V,ANGLO MRG90404V,-1
ANGLO_MRG90405V,ANGLO MRG90405V,-1
ANGLO_RCC004,ANGLO RCC004,-1
ANGLO_MRA807-03V,ANGLO MRA807 03V,-1
ANGLO_MRA807-04V,ANGLO MRA807 04V,-1
ANGLO_MRA80803V,ANGLO MRA80803V,-1
ANGLO_MRA80804V,ANGLO MRA80804V,-1
ANGLO_LMS0036,ANGLO LMS0036,-1
ANGLO_LMS0038,ANGLO LMS0038,-1
ANGLO_LMS0039,ANGLO LMS0039,-1
ANGLO_MDH001,ANGLO MDH001,-1
ANGLO_MDH002,ANGLO MDH002,-1
ANGLO_MDH003,ANGLO MDH003,-1
ANGLO_LMS0030,ANGLO LMS0030,-1
ANGLO_LMS0031,ANGLO LMS0031,-1
ANGLO_LMS0032,ANGLO LMS0032,-1
ANGLO_LMS0033,ANGLO LMS0033,-1
ANGLO_LMS0034,ANGLO LMS0034,-1
ANGLO_LMS0035,ANGLO LMS0035,-1
ANGLO_LMS0024,ANGLO LMS0024,-1
ANGLO_LMS0025,ANGLO LMS0025,-1
ANGLO_LMS0026,ANGLO LMS0026,-1
ANGLO_LMS0027,ANGLO LMS0027,-1
ANGLO_LMS0028,ANGLO LMS0028,-1
ANGLO_LMS0029,ANGLO LMS0029,-1
ANGLO_LMS0015,ANGLO LMS0015,-1
ANGLO_LMS0018,ANGLO LMS0018,-1
ANGLO_LMS0019,ANGLO LMS0019,-1
ANGLO_LMS0021,ANGLO LMS0021,-1
ANGLO_LMS0022,ANGLO LMS0022,-1
ANGLO_LMS0023,ANGLO LMS0023,-1
ANGLO_LMS0006,ANGLO LMS0006,-1
ANGLO_LMS0007,ANGLO LMS0007,-1
ANGLO_LMS0008,ANGLO LMS0008,-1
ANGLO_LMS0009,ANGLO LMS0009,-1
ANGLO_LMS0010,ANGLO LMS0010,-1
ANGLO_LMS0011,ANGLO LMS0011,-1
ANGLO_LDG092,ANGLO LDG092,-1
ANGLO_LMS0001,ANGLO LMS0001,-1
ANGLO_LMS0002,ANGLO LMS0002,-1
ANGLO_LMS0003,ANGLO LMS0003,-1
ANGLO_LMS0004,ANGLO LMS0004,-1
ANGLO_LMS0005,ANGLO LMS0005,-1
ANGLO_LDG071,ANGLO LDG071,-1
ANGLO_LDG086C,ANGLO LDG086C,-1
ANGLO_LDG088C,ANGLO LDG088C,-1
ANGLO_LDG089C,ANGLO LDG089C,-1
ANGLO_LDG090,ANGLO LDG090,-1
ANGLO_LDG091,ANGLO LDG091,-1
ANGLO_LDG065,ANGLO LDG065,-1
ANGLO_LDG066,ANGLO LDG066,-1
ANGLO_LDG067,ANGLO LDG067,-1
ANGLO_LDG068,ANGLO LDG068,-1
ANGLO_LDG069,ANGLO LDG069,-1
ANGLO_LDG070,ANGLO LDG070,-1
ANGLO_LDG025,ANGLO LDG025,-1
ANGLO_LDG027,ANGLO LDG027,-1
ANGLO_LDG028,ANGLO LDG028,-1
ANGLO_LDG029,ANGLO LDG029,-1
ANGLO_LDG030,ANGLO LDG030,-1
ANGLO_LDG056,ANGLO LDG056,-1
ANGLO_LD26C,ANGLO LD26C,-1
ANGLO_LD34C,ANGLO LD34C,-1
Halliford 201,Halliford 201,-1
Halliford 206,Halliford 206,-1
Halliford 70,Halliford 70,-1
Halliford 27,Halliford 27,-1
Halliford 19,Halliford 19,-1
M357,M357,-1
M327W,M327W,-1
M305GM,M305GM,-1
CX021LL2V,CX021LL2V,-1
Ellensfield 7,Ellensfield 7,-1
Red Hill 101A,Red Hill 101A,-1
Red Hill 102A,Red Hill 102A,-1
Red Hill 103A,Red Hill 103A,-1
Mavis Downs 19A,Mavis Downs 19A,-1
Red Hill 89V,Red Hill 89V,-1
Red Hill 90V,Red Hill 90V,-1
Red Hill 91V,Red Hill 91V,-1
Moranbah 463,Moranbah 463,-1
Lone Pine-10,Lone Pine 10,-1
Halliford 163,Halliford 163,-1
Halliford 409,Halliford 409,-1
Halliford 381,Halliford 381,-1
Halliford 364,Halliford 364,-1
Halliford 365,Halliford 365,-1
ANGLO_LD4C,ANGLO LD4C,-1
ANGLO_LDG015,ANGLO LDG015,-1
ANGLO_LDG024,ANGLO LDG024,-1
ANGLO_LDG024A,ANGLO LDG024A,-1
ANGLO_GW9015V,ANGLO GW9015V,-1
ANGLO_GW9016V,ANGLO GW9016V,-1
ANGLO_GW9018V,ANGLO GW9018V,-1
ANGLO_INGM001,ANGLO INGM001,-1
ANGLO_INGM001G,ANGLO INGM001G,-1
ANGLO_INGM02VG,ANGLO INGM02VG,-1
ANGLO_GW1045,ANGLO GW1045,-1
ANGLO_GW1045B,ANGLO GW1045B,-1
ANGLO_GW16_Blower,ANGLO GW16 Blower,-1
ANGLO_GW9011V,ANGLO GW9011V,-1
ANGLO_GW9012V,ANGLO GW9012V,-1
ANGLO_GW9014V,ANGLO GW9014V,-1
ANGLO_GW1033,ANGLO GW1033,-1
ANGLO_GW1034,ANGLO GW1034,-1
ANGLO_GW1039,ANGLO GW1039,-1
ANGLO_GW1039(L),ANGLO GW1039(L),-1
ANGLO_GW1041,ANGLO GW1041,-1
ANGLO_GW1042,ANGLO GW1042,-1
ANGLO_GW1016,ANGLO GW1016,-1
ANGLO_GW1016A,ANGLO GW1016A,-1
ANGLO_GW1016P,ANGLO GW1016P,-1
ANGLO_GW1028,ANGLO GW1028,-1
