CONSISTENT_ORIG_NAME_NO,arrow_row_id
WALLUMBORE JOB 1301,-1
PROBLEM BORE,-1
LONG GULLY BORE,-1
BOOK BOOK NO 1 BORE,-1
CARBINE BORE,-1
CATTLE  CREEK BORE,-1
SIX MILE BORE,-1
BOUNDARY BORE,-1
ELANIUS BORE,-1
HEMBROWS BORE,-1
TIMBURYS BORE NO 2,-1
JESSDALE NO.3 BORE,-1
GOOMEDA WELL,-1
ROCKY BORE,-1
EASTERN CREEK NO.3,-1
FLOWING  BORE,-1
BETHEL BORE,-1
NO.20 BORE,-1
20 MILE BORE,-1
GLADYS VALE NO 4,-1
GLADYS VALE NO 5,-1
D TREE NO 1,-1
WEST TARRAWONGA,-1
BULLOCK PADDOCK,-1
HAYDENS BORE,-1
SPRINGFIELD WELL,-1
BARATRIA,-1
7 MILE BORE,-1
ROCKVALE NO 1,-1
ROCKVALE NO 2,-1
ESCOLMES NO 7 BORE,-1
LOCK NESSE WELL,-1
JAPANESE SPRING WELL,-1
THE MANOA,-1
NO 5 BORE,-1
LOUISA CREEK BORE,-1
HOODS BORE,-1
BINGARA HOMESTEAD,-1
NO 3 BORE,-1
BLICHARSKIS BORE,-1
TORROWEAP BORE,-1
HOUSE BORE,-1
PINIDARY BORE,-1
LITTLE THUMPA BORE,-1
GARRAWIN NO 3,-1
SANDY CREEK BORE,-1
DALEYS BORE,-1
WELL FLAT BORE,-1
LIMESTONE BORE,-1
BACK CREEK BORE,-1
LIGNUM WELL,-1
KANGAROO FLAT BORE,-1
NO1 BORE,-1
ROSENEATH PLAIN BORE,-1
RUFUS CREEK BORE,-1
CAMBRIAN BORE,-1
CAMEL CREEK BORE,-1
PRINCESS BORE,-1
TWIN MILLS BORE,-1
LUNDAVRA,-1
NO 11 BORE,-1
MILRAY NO 2 BORE,-1
MILRAY NO 3 BORE,-1
FOUR CORNERS,-1
PENROSE BORE,-1
LYNWOOD NO 3,-1
RAM PADDOCK BORE,-1
PIALOWAY DOWNS NO.6,-1
CORINA SPRINGS NO 2,-1
BULGROO HOMESTEAD,-1
PIALOWAY DOWNS NO. 7,-1
SILVER SPUR BORE,-1
BYRGENNA NO 1,-1
PRAIRIE VALE BORE,-1
SHEEPYARDS BORE,-1
NO NAME,-1
CREWS DAM,-1
ADAMS BORE,-1
THARGO SWAMP,-1
HOLLYBURN,-1
YELLOW WOOD BORE,-1
MYALL BORE,-1
OBAN SRF JOB 307,-1
BRAYSTONE,-1
FOUR MILE BORE,-1
MCDOUGALLS BORE,-1
DEVONCOURT,-1
5 MILE BORE,-1
PENROSE NO 2,-1
NO NAME,-1
DALEYS BORE NO 17,-1
TELEPHONE BORE NO 18,-1
NORTHERN ROAD BORE,-1
IRON POT BORE,-1
MUNTS BORE,-1
MOUNTAIN DAM BORE,-1
YANINGERRY BORE,-1
HOMESTEAD BORE,-1
NO 1,-1
NO 2,-1
NO 3,-1
NO 4,-1
NO 5,-1
NO 6,-1
NO NAME,-1
VALLEY BORE,-1
TOP SUGARLOAF BORE,-1
MORGANS BORE,-1
NAILETTE BORE,-1
SHARE BORE,-1
BAYLEY PARK,-1
BACK BORE,-1
ALLENS BORE,-1
VALLEY VIEW BORE,-1
NAHCUB BORE,-1
OFFICE LICENSE,-1
REPLACED BY RN 15170,-1
NO 1 BORE,-1
NO 1 BORE,-1
DOUBLE DAM BORE,-1
WANDOAN JOB 1413,-1
CORNER DAM BORE,-1
HOMEBUSH NO 1 BORE,-1
DRILLHAM BORE,-1
BOARD PADDOCK BORE,-1
UNGABILLA NO. 1,-1
UNGABILLA NO. 2,-1
NINE MILE BORE,-1
13 MILE BORE,-1
4 MILE WELL,-1
4 MILE BORE,-1
WEBSTERS BORE,-1
WEST MALCHO BORE,-1
EAST MALCHO BORE,-1
9 MILE BORE,-1
BORE HOLE CREEK BORE,-1
SPELL PADDOCK BORE,-1
GOOMBIE BORE,-1
STONY GROUND BORE,-1
FLOODED GROUND BORE,-1
STOCKYARDS BORE,-1
THE  LAKES,-1
LOXA DOWNS,-1
HERCULES BORE,-1
DUNROBIN BORE,-1
FAIRFIELD,-1
17 BORE,-1
HOGGI BORE,-1
LEADERVILLE BORE,-1
COMPANY BORE,-1
SHED BORE,-1
MT MARGARET NO 19,-1
TANBAR BORE,-1
HAREWOOD SRF JOB 306,-1
NO NAME,-1
RAINBIRD BORE,-1
PAULINE VALE BORE,-1
GLENEDEN BORE,-1
LUCKNOW BORE,-1
TIMBURY NO 3 BORE,-1
CARRISEYS BORE,-1
NEW DRY BORE,-1
TEN MILE BORE,-1
BLUE BUSH BORE,-1
3 MILE BORE,-1
BOATMAN NO 16 REPLAC,-1
ARDROSSAN NO 1 BORE,-1
17 MILE BORE,-1
NO 5,-1
NO 6,-1
CHRISTMAS WELL,-1
WINSTON BORE,-1
MT MARGARET NO 20,-1
LOCHIEL BORE,-1
SUNNYDALE BORE,-1
HOSPITAL BORE,-1
DESPARATE BORE,-1
FIELD BORE NO 1,-1
FIELD BORE NO 2,-1
BLOODWOOD,-1
LOST BORE,-1
WANDOAN TEST JOB1413,-1
BACK BORE,-1
MT VIEW BORE,-1
PALM GROVE BORE,-1
GEORGES BORE,-1
HORSE CREEK BORE,-1
HOMESTEAD,-1
MOOGOOL BORE,-1
ALICE DOWNS NO 1,-1
WILGA,-1
ANGELLALA,-1
ANGELLALA,-1
FLOCK SOUTHERN BORE,-1
BURRADOO BORE,-1
BELBRI NO 2 BORE,-1
NO NAME,-1
IOLA BORE,-1
TURN TURN NO 4,-1
CLAREN PARK BORE,-1
HOUSE BORE,-1
NO NAME,-1
MOORAK BORE,-1
ARDROSSAN NO 2 BORE,-1
BULLOCK PDK BORE,-1
BINDAROO NO 1 BORE,-1
HOUSE (BINDAROO NO2),-1
BACK BORE,-1
BOTTOM BORE,-1
MCCONAGHIES BORE,-1
THORNTON BORE,-1
PEAK BORE,-1
NONDA,-1
EAST BORE,-1
BLACKWATER BORE,-1
50/50 BORE,-1
TOP BORE,-1
MONKEY COOLA BORE,-1
COMBABULA JOB 1360,-1
CALOWRIE BORE,-1
HOMESTEAD BORE,-1
FLOWING BORE,-1
MAYNE PUB SRF JOB 532,-1
TENAPERA BORE,-1
MT PLEASANT BORE,-1
HATTENS BORE,-1
NO.2 BORE,-1
NO.3 BORE,-1
NO.4 BORE,-1
ROSSMORE,-1
BLOOMFIELD BORE,-1
ISAFIVE JOB 1324,-1
HOOKSWAY GULLY BORE,-1
PINE HILLS NO 2 BORE,-1
ROAD BORE,-1
OLD STIRLING,-1
GOOSESWAMP,-1
GUM HOLES,-1
HOMESTEAD,-1
NELLYBRI NO.5 BORE,-1
NELLYBRI NO.6 BORE,-1
NELLYBRI NO.7 BORE,-1
HOUSE & STOCK BORE,-1
NEW MILL BORE,-1
DRY BLOCK MILL BORE,-1
PETROLIA MILL,-1
HOUSE BORE,-1
LOWER LANSDOWNE SUB,-1
NEW HAMBURG BORE,-1
SCRUBBY BORE,-1
BENTWOOD BORE,-1
RASLIE JOB 1631,-1
HAZELWOOD BORE,-1
MANAGERS HOUSE BORE,-1
STOCKTON BORE,-1
UMBERILL JOB 1403,-1
MOUNTAIN BORE,-1
MOONGOOL NO 2 BORE,-1
RUSSELL HOLME BORE,-1
NORTH BINDANGO,-1
JUMBO BORE,-1
NEW YARDS BORE,-1
MOUNTAINVIEW BORE,-1
RUMLEIGH BORE,-1
HYDROMERE BORE,-1
GILMARTIN OFFICE LIC,-1
6 MILE BORE,-1
NOW ART F RN 14442,-1
TOP BORE,-1
SHEPPARDS BORE,-1
HOUSE BORE,-1
GLENLOMOND BORE,-1
MORT BORE,-1
WANGARATTA BORE,-1
HOMESTEAD BORE,-1
MALBON VALE BORE,-1
CRESSBROOK BORE,-1
DIVISION BORE,-1
WHITEWOOD BORE,-1
BLOODWOOD,-1
BASIN,-1
TALYEALYE BORE,-1
BARB TANK JOB,-1
AMBY TOWN BORE NO.2,-1
LERIDA BORE,-1
CROW CREEK,-1
HOUSE BORE,-1
GIDYA HOLE BORE,-1
HOUSE BORE,-1
ULVA BORE,-1
FAIRFIELD BORE,-1
LEINSTER WEST BORE 1,-1
EAGLE HAWK CK DUD,-1
COMBIDIBAN BORE,-1
HOMESTEAD BORE,-1
EMU GULLY BORE,-1
NUT TREE BORE,-1
TEN MILE BORE,-1
TWENTY MILE BORE,-1
BLACK FLAT BORE,-1
CHOCOLATE BORE,-1
PLUM TREE,-1
BOOMBINE NO 8,-1
NO NAME,-1
CHEERO DOWNS NO 2,-1
NO NAME,-1
GORDON PARK ART BORE,-1
DRYBURGH BORE,-1
NO. 1 BORE,-1
NO. 3A BORE,-1
ANNIE VALE BORE,-1
NO 2 BORE,-1
VALERA VALE NO 1,-1
MINNIE DOWNS NO 1,-1
PLAIN PADDOCK BORE,-1
UPPER SCRUBBY BORE,-1
WONGALEA BORE,-1
BURRI,-1
LILLY,-1
HOMESTEAD BORE NO 1,-1
MIAM BORE,-1
NO 9 DIPPABURRA,-1
HACKETTS CREEK BORE,-1
SHOREMANS BORE,-1
OAKDALE BORE,-1
WERINGA HOUSE BORE,-1
EIGHT MILE,-1
NO 2 CAMPION,-1
NO NAME,-1
MURPHY NO 1,-1
NO NAME,-1
NO NAME,-1
NO NAME,-1
NO NAME,-1
LENNOX NO 5,-1
LENNOX NO 7,-1
BURRI,-1
YARD CREEK BORE,-1
GLENELVIN,-1
YARRANDALE BORE,-1
LUCKNOW BORE,-1
SWANS,-1
SEVEN MILE BORE,-1
ROSSMOYNE BORE,-1
MT MACQUARIE NO1,-1
HOMESTEAD BORE,-1
MT EMU (16) BORE,-1
DRY BORE,-1
COMBARNGO NO.1 BORE,-1
HAROLD PARK,-1
BOONS BORE,-1
CLIFT BORE,-1
NO.2 BORE,-1
SPRINGFIELD BORE,-1
NO NAME,-1
SHERRINGTON  BORE,-1
NO NAME,-1
SOUTH COMONGIN,-1
YOOROOGA 1.(HUT BORE),-1
YOOROOGA NO. 2 BORE,-1
HANWORTH BORE,-1
KUNNAR BORE,-1
DAHLONEGA NO.2 BORE,-1
DAHLONEGA NO.3 BORE,-1
DAHLONEGA NO.4 BORE,-1
MORWONG NO 1,-1
SPRINGVALE NO.2,-1
SPRINGVALE NO.4,-1
HOMESTEAD BORE,-1
LOCHNAGAR NO.13,-1
MILL BORE NO 17,-1
ALCURAH NO 2 BORE,-1
NO.5 BORE,-1
NO.3 BORE,-1
LILFORD NO.1 BORE,-1
SCATTERING PLAINS,-1
WANDOAN TEST JOB1413,-1
HOMESTEAD BORE,-1
BOXVALE NO 2 BORE,-1
THREE QUARTER,-1
MARYVALE NO 5,-1
HOMESTEAD,-1
URQUHART BORE,-1
THE TWINS (1) BORE,-1
WEST ANGLE BORE,-1
OLD BORE,-1
HOUSE,-1
HOUSE BORE,-1
WINNEBA HOUSE,-1
TEMPLE BORE,-1
BUCHINGHAM DOWNS,-1
TREVORS BORE,-1
ABANDONED BORE,-1
HORSE SHOE,-1
MENTMORE BORE,-1
FAIRVIEW NO 1,-1
HOMESTEAD BORE,-1
NO.1 BORE,-1
BACK BORE,-1
SHED BORE NO 2,-1
SANITARY DEPOT BORE,-1
SANDY CREEK BORE,-1
HOUSE BORE,-1
HAMILTONS FARM,-1
NO.2 TOWN,-1
FRONT BORE,-1
MOUNTAIN VALLEY BORE,-1
MYALL BORE,-1
HOUSE BORE,-1
MIDDLE CREEK BORE,-1
CENTRAL BORE,-1
NOONGA BORE,-1
TREMERE BORE,-1
LYNDEAN BORE,-1
NO NAME,-1
NO.1 BORE,-1
NO 2 BORE,-1
NO 3 BORE,-1
NO 4 BORE,-1
NO 5 BORE,-1
WINDSOR PARK BORE,-1
BLUE WATER BORE,-1
LOWER MIDDLETON BORE,-1
HOOMOOLOO PARK,-1
HOOMOOLOO PARK,-1
ELRIDGE,-1
MT HOPE NO. 1 BORE,-1
CAMPBELLS BORE,-1
MT HOPE NO. 5  BORE,-1
SYLVIAS BORE,-1
NO.4 BORE,-1
DRY BORE,-1
PEARCES BORE,-1
COOLIBAH BORE,-1
MT. CLOVER NO.1,-1
MONTCLOVER NO 2,-1
DEAD FINISH BORE,-1
WIRE PADDOCK BORE,-1
CATHORO BORE,-1
BARROLKA BORE,-1
EIGHT MILE BORE,-1
TWO MILE GULLY BORE,-1
BILLUNGAH BORE,-1
NEW BORE,-1
TOLINESS SHED BORE,-1
CLARO,-1
LAKEFIELD NO 1,-1
LAKEFIELD NO 2,-1
ELIZABETH BORE,-1
SANFORD RIVER PADDOC,-1
HORSE CREEK BORE,-1
RELLAM BORE,-1
POSSESSION JOB 1404,-1
GORDONVALE BORE,-1
COMET BORE,-1
NO 3 BORE,-1
NO 1 BORE,-1
NO.1 BORE,-1
BROWNS BORE,-1
HARDWICK BORE,-1
NO NAME,-1
NO NAME,-1
NO NAME,-1
THE PINES NO 2,-1
THE PINES NO 3,-1
SHEARING SHED,-1
ROSEVALE BORE,-1
NO NAME,-1
KINGULL BORE NO.1,-1
WILGA PARK NO 1,-1
SPRINGVALE NO.1,-1
RAM PADDOCK,-1
SALE YARDS,-1
BAROMA BORE,-1
OLD BORE,-1
MERIMO NO 4,-1
TUEN JOB NO 793,-1
HOMESTEAD BORE,-1
HORSE CREEK BORE,-1
HOUSE BORE,-1
LAGOONA NO 1 BORE,-1
LAGUNA NO 2 BORE,-1
MIDDLE DAM BORE,-1
HOMESTEAD BORE,-1
SUMNERVALE NO.2 BORE,-1
BOGGLEWALLAH BORE,-1
NO.5 BORE,-1
DUARRAN NO 1 BORE,-1
HOUSE BORE,-1
REWFARM NO. 2,-1
REWFARM NO. 3,-1
HOUSE BORE,-1
ATHERFIELD HOMESTEAD,-1
NEW YEPPARRA BORE,-1
WEONA,-1
MUNBOOREE NO. 1,-1
HOMESTEAD,-1
BIG BORE,-1
HOMESTEAD BORE,-1
TOMOO NO 4,-1
HOUSE BORE,-1
GUM LAGOON,-1
BRAEMAR SHED BORE,-1
HOMESTEAD BORE,-1
BACK HENNIS BORE,-1
NO NAME,-1
WELL GULLY BORE,-1
TOP BORE,-1
9 MILE BORE,-1
ARDNO NO 1 BORE,-1
ARDNO NO 2 BORE,-1
BYGAUA HOMESTEAD,-1
"POC 6, YUEKERAUG",-1
SURREY HILLS BORE,-1
N/E TEGO BORE NO7,-1
BACK BORE,-1
LISBURNE,-1
HAZLEGLEN BORE,-1
PANAMA BORE,-1
JACKS BORE,-1
OLD HAMPSTEAD BORE,-1
NETTING BORE,-1
RUSHS BORE,-1
BUNDA BORE,-1
SEAFIELD FARM BORE,-1
MT ASCOT BORE,-1
HOMESTEAD BORE,-1
ARTHUR BRUMPTONS BOR,-1
GLENOLIVE BORE,-1
LAGOON BORE,-1
HOUSE,-1
HOTEL AUSTRALIA MILES,-1
BEGONIA STATE SCHOOL,-1
OLD LOWER POURTIA,-1
NO NAME,-1
HOME BORE,-1
BOUNDARY BORE,-1
WERONA BORE,-1
BORE NUMBER 19,-1
COOLAMALA BORE,-1
ROAD PADDOCK BORE,-1
NO. 6 BORE,-1
NOONGA BORE,-1
OFFICE LICENSE,-1
EILDON BORE,-1
THE WILGAS BORE,-1
EURABA BORE,-1
MARYVALE 1,-1
MARYVALE 2,-1
SAWPIT BORE,-1
TRIANGLE BORE,-1
BLOODWOOD,-1
STRATHROY BORE,-1
MYALL DEEPENED240458,-1
NEW DUNMORE NO. 1,-1
NEW DUNMORE NO. 5,-1
NUMALLA JOB NO 747,-1
BELFORD NO.2 BORE,-1
LINGARD BORE,-1
GORGE CREEK BORE,-1
CAMPBELLS BORE,-1
FORREST HILL BORE,-1
ALREADY LIC AS 21824,-1
BORE NUMBER 19,-1
CARGARA BORE,-1
NO NAME,-1
BRINDOWAPPO BORE,-1
NEWINGTON BORE,-1
HOUSE BORE,-1
BYRA NO 4 / MURTERS,-1
TRUNKEY JOB 792,-1
SAW PIT,-1
HOMESTEAD BORE,-1
NO NAME,-1
WARRA WARRA,-1
HAROLDSTONE NO.3,-1
SLAUGHTER YARDS BORE,-1
LIC AS 21695,-1
TOP BORE,-1
BOTTOM BORE,-1
HOMESTEAD BORE,-1
OAKVALE BORE,-1
KIA ORA NO 1 BORE,-1
MAIL PADDOCK BORE,-1
NEAR SALTBUSH BORE,-1
TATHUMNARRA NO 1,-1
CATTLE YARD BORE,-1
HOMESTEAD,-1
ELLENVALE BORE,-1
NITHSDALE BORE,-1
HOUSE BORE,-1
PEARCES BORE,-1
NORNIE  BORE,-1
CROWS NEST BORE,-1
EXPRESS BORE,-1
HILLINGDON NO 3,-1
LONGREACH BORE,-1
CORY BORE,-1
NORTHS BORE,-1
SILO BORE,-1
HOMESTEAD BORE,-1
FAIRFIELD NO 2 BORE,-1
MANSFIELD BORE,-1
BOGEENA BORE,-1
RED WELL,-1
CRAIGLEA,-1
NO NAME,-1
SALTWATER NO 1,-1
FAIRVIEW NO.3,-1
HOMESTEAD,-1
RUNDELLS BORE,-1
BOXGROVE NO 1 BORE,-1
PINEGROVE BORE,-1
BERRY'S,-1
MARONGA,-1
ROSEDALE BORE,-1
MOSSVALE BORE,-1
HAROLDSTONE NO.4,-1
BOUNDARY  BORE,-1
KURRAJONG BORE,-1
NO NAME,-1
NOCOLECHE BORE,-1
POV 19 BAWAUA,-1
MERIMO HOMESTEAD 2,-1
FOUR MILE BORE,-1
KAYS BORE,-1
NO.41 BORE,-1
KILLARNEY PARK TOP B,-1
KILBEGGAU,-1
ARGYLLA NO2 JET,-1
WATERLOO BORE,-1
SPRINGHILL BORE,-1
TOP DAM BORE,-1
COLLAROY NO 1,-1
HOME CREEK BORE,-1
BIG BORE,-1
HOUSE BORE,-1
HAYSTACK,-1
MINMA,-1
LORNE PEAK BORE,-1
OLD FIVE MILE,-1
NO.2 BORE,-1
BAUHINIA BORE,-1
MCLEANS BORE,-1
4 MILE BORE,-1
CYPRESS BORE,-1
THE WOMALS BORE,-1
CORNER  BORE,-1
BLACK BORE,-1
FIVE MILE BORE,-1
CROSSING BORE,-1
THE PINES BORE,-1
STOCKPORT NO 11,-1
MITTAGONG,-1
YARRAWA BORE,-1
ABERNETHY NO 2,-1
WOOLSHED BORE,-1
DURELLA JOB NO 1411,-1
NORTH EURABA BORE,-1
WOLAROI BORE,-1
GUMHOLE BORE,-1
JACOBS BORE,-1
SANDY CREEK BORE,-1
STOCKHOLM,-1
LIGHTNING FLAT,-1
WERIBONE HOMESTEAD,-1
WEST RIDGE BORE,-1
WALLAN CREEK BORE,-1
IVANHOE NO 1 BORE,-1
WILSON,-1
ROMA YARDS BORE,-1
BACK BORE,-1
HOUSE BORE,-1
RAMONA NO 3 BORE,-1
BARENYA SRF,-1
DUNEDIN DOWNS BORE,-1
NEWSTEAD BRIGALOW 1.,-1
HOUSE,-1
WOOLSHED BORE,-1
SALT BORE,-1
BAKER JOB NO 1412,-1
EXPRESS BORE,-1
THE FARM BORE,-1
J.D. BORE,-1
HENLEY PARK NO 3,-1
ABANDONED BORE,-1
KINCORA BORE,-1
TOP RIVER BORE,-1
NO NAME,-1
RACECOURSE BORE,-1
FRONT BORE,-1
PICKANJINNIE BORE,-1
TUNCOOEE NO 1,-1
RESERVE BORE,-1
MOUNT CARMEL HOUSE BORE,-1
PADDABILLA JOB 796,-1
AIRLIE BORE,-1
BOORARA HOUSE BORE,-1
HOUSE BORE,-1
BEXHILL JOB NO 1500,-1
DEVIATION BORE,-1
CHATHAM NO 3,-1
FLOWING BORE,-1
BENGALLA BORE,-1
MATE / BACKHOUSE,-1
BULLOCK HOLE BORE,-1
BIDGOODS BORE,-1
HOUSE BORE,-1
WIRRIPIN CAIWARRO 6,-1
KARIL BORE JOB 1503,-1
BIBIL BORE,-1
CUNNAMULLA TOWN SUB,-1
CORNER BORE,-1
NO.4 BORE,-1
NO.5 BORE,-1
NO.6 BORE,-1
CLISSOLD DOWNS NO 1,-1
CLISSOLD DOWNS NO 2,-1
COMBARNGO JOB 1627,-1
GLENARAS BORE,-1
HOMESTEAD,-1
NO. 7 BORE,-1
TINNENBURRA JOB 195,-1
TURTLE GROVE,-1
NO NAME,-1
JOHNSONS BORE,-1
FLACKS BORE,-1
HOUSE BORE,-1
METTERS BORE,-1
DUNDONNELL NO 1 BORE,-1
DUNDONNELL NO 2 BORE,-1
BEST BORE,-1
NO NAME,-1
TOP NINE MILE,-1
CLONDUFF BORE,-1
TABER HILL BORE,-1
SLAUGHTER HOUSE,-1
BLACKDOWN NO 2,-1
NO NAME,-1
BUSIKOS BORE,-1
3 MILE BORE,-1
NO.3 BORE,-1
TRIANGLE BORE,-1
YARALLA NO2 DOGWOOD BORE,-1
LIMESTONE,-1
UNCLE TOBYS BORE,-1
LESMORTAGH  BORE,-1
CANMAROO BORE,-1
GIDYEA CREEK BORE,-1
CORINDA (65) BORE,-1
CORINDA (66) BORE,-1
YULEROOM JOB 1519,-1
TURTLE GROVE BORE,-1
TRIANGLE BORE,-1
HOMESTEAD,-1
GREENDALE JOB NO1501,-1
KINGULL BORE,-1
HOUSE BORE,-1
HOMESTEAD BORE,-1
GREENS CREEK BORE,-1
WANDOAN TEST JOB1413,-1
KIA ORA NO 2 BORE,-1
WOOLGA BORE,-1
ALLENS BORE,-1
HOMESTEAD BORE,-1
RICHMOND DOWNS BORE,-1
MOSTYN NO 1 BORE,-1
BINFIELD SRF  JOB NO 1504,-1
D TREE NO 2,-1
PLAIN PADDOCK,-1
KOOWONG NO 2 BORE,-1
7 9 FLOW,-1
ROSEBURN SUB BORE,-1
CORINDA (3) BORE,-1
ROCKY MOUNT BORE,-1
KNOB BORE,-1
ARGYLL BORE,-1
MIDDLE BORE,-1
CORINDA (2) BORE,-1
BOOMERANG BORE,-1
PINE TREE BORE,-1
HOMESTEAD BORE,-1
ROSES BORE,-1
HOUSE BORE,-1
PIALOWAY DOWNS,-1
ROWALLAN BORE,-1
GUM CREEK NO 1 BORE,-1
SARDINE CREEK NO 2,-1
MIDDLE BORE,-1
COOMARRA SRF JOB 777,-1
BECKIES BORE,-1
NO 1 BORE,-1
WORKS:  11475R,-1
GRASSLANDS,-1
NEWSTEAD BRIGALOW 2.,-1
ENFIELD BORE,-1
CORINDA (5) BORE,-1
NEW BORE,-1
BLUE GRASS BORE,-1
CATTLE CREEK BORE,-1
NO.3 BORE,-1
MYALLA BORE,-1
BUTTER FACTORY BORE,-1
MILES BUTTER FACTORY,-1
DEEPWATER BORE,-1
NO 1 BORE,-1
TURKEY NEST BORE,-1
DUTHIE PARK BORE,-1
NO 4 NORTH,-1
HEATHERLEA BORE,-1
ALLANDALE BORE,-1
DALYS BORE,-1
ELLENDALE,-1
MYALL SWF JOB 1700,-1
CORINDA (6) BORE,-1
NO2,-1
TOP BORE,-1
NEWCASTLE BORE,-1
1 MILE,-1
NEW BORE,-1
INGLE DOWNS BORE,-1
LUCKONA BACK BORE,-1
ALREADY LIC 52805,-1
ALREADY LIC 52804,-1
5 MILE BORE,-1
NO.2 BORE,-1
LAGOONS BORE,-1
BLYTHDALE BORE,-1
MT MARIA NO 1,-1
NO 1,-1
PRAIRAIL   JOB 1615,-1
MT MALAKOFF,-1
NEW HOUSE  BORE,-1
TRAHEYS BORE,-1
AMBY DOWNS NO.1,-1
CORINDA (71) BORE,-1
OLD MICKS CREEK BOR,-1
MIDDLE BORE,-1
KENTOR N0.1 (HOUSE),-1
ROUNDHOLE JOB 1718,-1
BURENDA NO 21,-1
TOSTON NO 1 BORE,-1
FAIRFIELD NO 1 BORE,-1
ROCKY,-1
TOP BORE,-1
BELVOIR BORE,-1
NORTHIES BORE,-1
BLAIRMORE NO 1 BORE,-1
BLAIRMORE NO 2,-1
BLAIRMORE NO 3,-1
VERSACE BORE,-1
BALD RIDGE BORE,-1
LONG HOLE WELL,-1
AMOUR NO 1 BORE,-1
AMOR NO 2 BORE,-1
TIGER SCRUB NO 2,-1
SAMPSON BORE,-1
DANGERFIELD BORE,-1
JUNGABURRA BORE,-1
NO 8 WEST OUIDA BORE,-1
PYAMPAH NO 3,-1
ELVERSTON NO 4 BORE,-1
MT HARDEN BORE,-1
6 7 SUB,-1
WAHCUMBA W.F.,-1
DARIVEEN BORE,-1
GALE BORE,-1
RELICD    RN 18808,-1
SMITHS BORE,-1
MYOLA,-1
JIRUNDA BORE,-1
BRACCO NO 1 BORE,-1
WESTLYN NO 1 COTTAGE,-1
NO NAME,-1
HOMESTEAD NO 1,-1
MINNIE DOWNS NO 2,-1
BORE 12,-1
BURNS GULLY BORE,-1
BOONDALL BORE,-1
ROAD PADDOCK BORE,-1
LAKES,-1
LARA NO.3 BORE,-1
NO NAME,-1
NO NAME,-1
NO.4 BORE,-1
NO.5 BORE,-1
METEOR BORE,-1
THE MANOA BORE,-1
KAN KANI BORE,-1
WOOLSHED BORE,-1
NO 1,-1
4 13 SUB,-1
CORNER CREEK BORE,-1
TARVANO RAILWAY BORE,-1
BURENDA NO 20,-1
ALFS,-1
BARFORD JOB NO 1515,-1
GREENHOLE JOB 1712,-1
LILYVEIL NO.2,-1
MCLEODS BORE,-1
TOP BORE,-1
DAJARRA JOB 1634 (2),-1
CISSY BORE,-1
HOUSE BORE,-1
DALZEIL BORE,-1
BOUNDARY BORE,-1
OTTOS BORE,-1
HOUSE BORE,-1
DUGALD,-1
REDBANK BORE,-1
BYRON PARK BORE,-1
DARRACOURT BORE,-1
SHARE BORE,-1
NORTH RIVER BORE,-1
ALLISON BORE,-1
SOUTH PADDOCK BORE,-1
NEW BORE,-1
CORELLA BORE (OLO),-1
FAT CATTLE CAMP,-1
BUTTERFLY YARDS,-1
TOP MOOLAYEMBER,-1
MOOLAYEMBER DIP 1614,-1
ROSEDALE BORE,-1
CULLODEN BORE,-1
BLACK ROCK,-1
MOSTYN NO 2 BORE,-1
STANLEY BORE,-1
OLD HOUSE BORE,-1
HILLSIDE NO.2 BORE,-1
MIDDLE BORE,-1
NO 2,-1
NO 3,-1
WEST SHAMROCK BORE,-1
COOAGA HOUSE BORE,-1
WINNEBA,-1
HOMESTEAD BORE,-1
SHIRLEY BORE,-1
BACK BORE,-1
HOUSE BORE,-1
COOLAMUNDA BORE,-1
8 6 SUB,-1
DYNEVOR,-1
ABERNETHY NO 3,-1
COCKATOO BORE,-1
POISON BORE,-1
ONE TREE BORE,-1
NEW PADDOCK,-1
AMOR NO 3 BORE,-1
BURENDA NO 9,-1
PIONEER BORE,-1
WEST STRIP BORE,-1
SHED BORE,-1
BEAUCHAMPS BORE,-1
BOUNDARY BORE,-1
MUNGARAIL JOB 1756,-1
GLENALVA BORE,-1
JOB 1743,-1
FOUR CORNERS BORE,-1
ABERGOALA BORE,-1
DULVERTON BORE,-1
NO 2,-1
MONAVALE BORE,-1
STOCKPORT NO 12,-1
SCOTTSVALE BORE,-1
STAMFORD  TOWN,-1
HOMESTEAD BORE,-1
LANGDALE JOB 1719,-1
WOODLANDS BORE,-1
FLINDBEND SRF,-1
TREEVIEW BORE,-1
STRANRAER NO.2 BORE,-1
STRANRAIR NO.1 BORE,-1
ERNESTINA,-1
TOPKNOT,-1
KUMBOGAN NO 1,-1
STOCKPORT NO 13,-1
COLUMBOOLA BORE,-1
DUNKELD SRF,-1
MCDERMOTTS BORE,-1
MT MORRIS NO 9,-1
CLAYPAN BORE,-1
MELMOTH SRF,-1
SUNNYSIDE BORE,-1
WYENA BORE,-1
NO 2 BORE,-1
ALDERLEY NO 2,-1
BOWLING CLUB BORE,-1
NO. 1 BORE,-1
OLD NO. 2 BORE,-1
MOUNTAIN BORE,-1
RIVER PADDOCK BORE,-1
BELTRAM PARK NO 2,-1
JOINT BORE,-1
WITTENBURRA 6 SHED,-1
MELINGA BORE,-1
HOMESTEAD DEEPND1958,-1
BLOCK 1 BORE,-1
CENTRAL BORE,-1
PADDYS MILL BORE,-1
