CONSISTENT_ORIG_NAME_NO,arrow_row_id
MIDDLE BORE,-1
BACK BORE,-1
PENLEE BORE,-1
HOUSE BORE,-1
CHINAMAN NO 1,-1
HOUSE BORE,-1
YULEBA TOWN BORE,-1
BORE NEVER DRILLED,-1
DRIVE IN THEATRE,-1
WELL,-1
THE CANAL HOUSE,-1
HOUSE BORE,-1
BORE NEVER DRILLED,-1
NOT DRILLED,-1
HOUSE BORE,-1
NEW BARTONS BORE,-1
NEW PEAR BORE,-1
BORE NEVER DRILLED,-1
BORE NEVER DRILLED,-1
BELAHLEE BORE,-1
NOT DRILLED,-1
7 MILE BORE,-1
REILLYS BORE,-1
EVES BORE,-1
HOUSE BORE,-1
BORE NEVER DRILLED,-1
BORE NO.3,-1
NEVER DRILLED,-1
FLOWING BORE,-1
NOT DRILLED,-1
DUCK CREEK BORE,-1
HOMESTEAD BORE,-1
ONE MILE BORE,-1
HOUSE BORE,-1
WASHPOOL BORE,-1
FIVE MILE BORE,-1
FIFTEEN MILE BORE,-1
GLENGYLE BORE,-1
SPEAR BORE,-1
SWAMP GULLY BORE,-1
COAL HOLE BORE,-1
YABBA BORE,-1
NO 2 BORE,-1
ROAD BORE,-1
HOUSE BORE,-1
DANGARFIELD REPLACEM,-1
38 BORE,-1
HOUSE BORE,-1
FRONT BORE,-1
TIGGRIGIE CREEK,-1
LAGOON NO 2,-1
HOUSE BORE,-1
NOT DRILLED,-1
NOT DRILLED,-1
PETERSHAM BORE,-1
PEEKADOO SCHOOL,-1
DOOLEYS BORE,-1
COAL HOLE,-1
CHISHOLMS BORE,-1
ROTOR BORE,-1
YULEBA DROUGHT RLIEF,-1
REPLACES 6822,-1
EIGHT MILE BORE,-1
SHED PADDOCK BORE,-1
HOUSE BORE,-1
MAINTOP BORE,-1
LESTERS BORE,-1
WATERLOO NO 2,-1
NEW HOUSE BORE,-1
FLOWING BORE,-1
REPLACEMENT BORE,-1
HOUSE BORE,-1
WEST BORE,-1
NORTH BORE,-1
PLAINVIEW BORE,-1
LINWILLA BORE,-1
CHADFORD DROUGHT BOR,-1
YANALAH BORE,-1
NEW BORE,-1
WELL BORE,-1
WAITANGI BORE,-1
REPLACEMENT BORE,-1
HOUSE BORE,-1
YARDS BORE,-1
JUANDAH DROUGHT BORE,-1
NORTHSIDEN BORE,-1
CATHERANVALE BORE,-1
KIANAWAH BORE,-1
CASLEE BORE,-1
WENMIFARM HOUSE,-1
ORANGE HILL,-1
YEBNA COAL HOLE,-1
ROMA TOWN NO 14,-1
HOUSE BORE REPLACEME,-1
PERRETTS GULLY,-1
TOP BORE,-1
MOOGA HILLS,-1
GUM GULLY REPLACEMEN,-1
CATANGA BORE,-1
STANLEY PARK HOUSE,-1
LARAPINTA BORE,-1
NEW HOUSE BORE,-1
TANK PADDOCK BORE,-1
MIDDLE STATION BORE,-1
NEW HOUSE BORE,-1
DURHAM CREEK,-1
THREE WAYS BORE,-1
SHORMANS BORE,-1
HORSE PADDOCK,-1
REPLACEMENT BORE,-1
VERNIEW HOUSE,-1
YUNG BORE,-1
NEW BORE,-1
HORSE BORE,-1
KENORMAC HOUSE,-1
GALLIPOLLI BORE,-1
NUMBER ONE BORE,-1
NO BORE DRILLED,-1
OLD STRATHBLANE,-1
FORESTRY,-1
TOP ROCHE BORE,-1
BOTTOM ROCHE BORE,-1
NOT DRILLED,-1
MT EDEN BORE,-1
BORE NOT DRILLED,-1
YELLOW CAP BORE,-1
SPRING CREEK BORE,-1
GIBSON CREEK BORE,-1
OLD PULLING BORE,-1
HOUSE BORE,-1
NEW HOUSE BORE,-1
PIEBALD GULLY BORE,-1
TOP JOES BORE,-1
RIVER BORE,-1
WEST MT ASCOT BORE,-1
LEES WELL,-1
PORCUPINE REPLACEMEN,-1
MIEGUNYAH HOUSE BORE,-1
ARDNO HOUSE BORE,-1
GUBBERAMUNDA BORE,-1
GUBBERMUNDA HOUSE,-1
BAYLEY PARK NO 2,-1
NEW FARM BORE,-1
GLENEDEN HOUSE,-1
COAL HOLE,-1
BRUMBY GULLY REPLACE,-1
CHANTS CREEK,-1
MEDICINE BOTTLE,-1
OKORO BORE,-1
TAO LODGE BORE,-1
DARGAL RD WATER COMM,-1
HOUSE BORE,-1
KOWGURAN BORE,-1
KIMBERLEY HOUSE,-1
ROSEWOOD BORE,-1
NOT COMPLETED,-1
PINE GROVE BORE,-1
NEW BOWANN HOUSE BOR,-1
DINGO BORE,-1
BRUMBY BORE 1ST FLOWER,-1
BRIGADOON SHARE BORE,-1
BICENTENARY BORE,-1
HILLANDALE BORE,-1
TUNIS HUT BORE,-1
PINNACLE BORE,-1
ST KILDA BORE,-1
NEW ARTESIAN BORE,-1
HOUSE BORE,-1
TWO WAY BORE,-1
ETONVALE BORE,-1
WOODLYN BORE,-1
THE PINES BORE,-1
GLENVALE BORE,-1
WARRAGAI BORE,-1
GLADSTONE ROAD,-1
MUYA HOUSE BORE,-1
BINDANGO HOUSE,-1
MUYA HOUSE BORE,-1
ORANA HOUSE BORE,-1
RIDGEWOOD HOUSE,-1
YAKKA,-1
A ROSE BORE,-1
HINCHLEY BORE,-1
EUROA EAST 1,-1
ALWAYS GREENER (HOUSE),-1
WACO NO 1,-1
PINE HILLS BORE,-1
SCRUB BORE,-1
GIBBER RIDGE,-1
SHARE BORE,-1
TAVALOOK HOUSE,-1
THE PEAKS BORE,-1
KILMOREY BORE,-1
AMUSEN BORE,-1
WONGALEE BORE,-1
HOUSE REPLACEMENT,-1
NO 1 BORE,-1
NO 2 BORE,-1
NO BORE DRILLED,-1
BURALLA DOWNS,-1
WALLAN PARK BORE,-1
CATTLE DOWNS,-1
ALTONA BORE,-1
NARDEE REPLACEMENT,-1
LUCKY DOWNS BORE,-1
SAN TANNA BORE,-1
BIG BORE,-1
BORE NEVER DRILLED,-1
BORE NEVER DRILLED,-1
DRAGONCREST BORE,-1
ALVALEA BORE,-1
ARDNO WILLIAMS BORE,-1
COBBADAH BORE,-1
MAREE DOWNS HOUSE,-1
MILES MUSEUM,-1
CURRAWARRA BORE,-1
ROSEDALE HOUSE,-1
NO DRILLING RECORDS,-1
TANNABY BORE,-1
DOBOY BORE,-1
ESSANDJAY,-1
SCRUB BORE,-1
PATS BORE,-1
LESS OLD PLACE,-1
HOUSE BORE,-1
BULLOCK PADDOCK,-1
STATION GULLY,-1
YELLOW BORE,-1
ARDNO BORE,-1
FRONT RACECOURSE BORE,-1
PINE CK CAMP REPLACE,-1
BOXGROVE HOUSE,-1
BOTTLE TREE BORE,-1
ROMA TOWN NO 15,-1
ROMA TOWN NO 16,-1
TANTATTON BORE,-1
HOUSE BORE,-1
GAS STATION,-1
HOUSE BORE,-1
DAISYBANK HOUSE,-1
YEBNA REPLACEMENT,-1
GLENAPP BORE,-1
NEW BORAL BORE,-1
EASTERN CREEK,-1
BAMPI REPLACEMENT,-1
GREENACRES BORE,-1
SOUTH PEAR BORE,-1
EWINGSDALE BORE,-1
CORONA SHARE BORE,-1
MOUNTAIN CAMP REPLAC,-1
MIAMBA BORE,-1
KEELE HOUSE NO 2,-1
PLAYFAIR GROUP BORE,-1
CARINYA BORE,-1
MALONEYS BORE,-1
BAROONA BORE,-1
900 BORE,-1
TWO MILE BORE,-1
GLENHOPE BORE,-1
THE BEND BORE,-1
HOUSE BORE,-1
CATANGA HOUSE,-1
THE BACK BORE,-1
BACK BORE REPLACEMEN,-1
REPLACEM. TOP BORE,-1
KERANG BORE,-1
BAILEYS BORE REPLACE,-1
NEW RANGE PADDOCK,-1
KINFAUNS BORE,-1
TINDARRA BORE,-1
WOODBINE BORE,-1
NEW BURNS GULLY BORE,-1
MONO BORE REPLACEMEN,-1
BACKBORE REPLACEMENT,-1
SLIPRAIL REPLACEMENT,-1
LAURISTON HOUSE,-1
BURRENDAH BORE,-1
MINKADELL BORE,-1
BURUNGA JOB 2324,-1
MILES TOWN BORE,-1
MT VIEW BORE,-1
INJUNE GOLF CLUB,-1
HOUSE BORE,-1
COMET DOWNS BORE,-1
REPLACEMENT BORE,-1
WATERLOO REPLACEMENT,-1
MUNGALLALA TOWN NO.3,-1
TRAFFORD PARK,-1
WYBARA BORE,-1
LLOYDS BORE,-1
AVONDALE BORE,-1
MITCHELLS CAMP WEST,-1
NO. 1 BORE,-1
SUNRISE HOUSE,-1
INJUNE TOWN NO 3,-1
AUTUMN VALE HOUSE,-1
BULLET HOLE GATE,-1
REPLACEMENT BORE,-1
FRONT DOWNS BORE,-1
PEAR GULLY BORE,-1
YELLOWBANK COMMUNITY,-1
NEW MEELLEEBEE HOUSE BORE,-1
WEST NO 1,-1
EAST STEER BORE,-1
TWELVE MILE NO 2,-1
MILL REPLACEMENT,-1
FEEDLOT BORE,-1
NUGGYS BORE,-1
Q.F.A.L. BORE NO 1,-1
BACK RACECOURSE,-1
BLACK MT REPLACEMENT,-1
QUARRY BORE,-1
BORE NEVER DRILLED,-1
GLENVIEW BORE,-1
BOTTLE TREE,-1
NEW HOUSE BORE,-1
BUNRUDDY HOUSE,-1
HOUSE ARTESIAN,-1
MACKINLAY HOUSE,-1
REPLACEMENT JAY DEE,-1
FEEDLOT BORE,-1
CAENBY HOUSE,-1
TELEGRAPH BORE,-1
LONG GULLY 2 BORE,-1
CANOWINDRA BORE,-1
SPRING PADDOCK REPLA,-1
DURRAN HOUSE,-1
FERNLEIGH HOUSE,-1
TOP BORE,-1
CARISBROOKE,-1
HOUSE REPLACEMENT,-1
COORUMBENE BORE,-1
FLOWING BORE,-1
RAYMOUNT HOUSE,-1
NUMBLA BORE,-1
GRAPEVIEW BORE,-1
TEST HOLE ABANDONED,-1
NEW TIGGRIGIE,-1
YARDS REPLACEMENT,-1
GROSMONT GROUP BORE,-1
CARINYA BORE,-1
SCOTIA NO 1 BORE,-1
SPRINGBOK NEW BORE,-1
REPLACEMENT BORE,-1
NORTH BOUNDARY BORE,-1
BILBY NO 1 WATER WEL,-1
THE PEAK,-1
BIG MILL,-1
NORTH BORE,-1
SHED BORE,-1
GORGE BORE,-1
TREE VIEW HOUSE,-1
REPLACEMENT BORE,-1
MOUNTAIN PADDOCK,-1
NO 2 REPLACEMENT,-1
BORE PADDOCK,-1
GWENBROOK BORE,-1
WALLYS BORE,-1
AVENEL HOUSE REPLACE,-1
DURAM BORE REPLACEME,-1
NEVER DRILLED,-1
9 MILE REPLACEMENT,-1
HOUSE PADDOCK REPLAC,-1
THORN HILL,-1
TOP BORE,-1
HOUSE BORE,-1
SEASIDE HOUSE BORE,-1
WALLYS BORE,-1
WESTERN CREEK BORE,-1
DOOLEYS BORE,-1
SOUTHSIDE BORE,-1
WESTIE PARK,-1
NO.3 BORE,-1
NO.2 BORE,-1
NO.1 BORE,-1
REPLACEMENT BORE,-1
BURTONS ROAD,-1
BRENELLE NO 1 BORE,-1
OLIVIA HOUSE,-1
ARDNO HOUSE BORE,-1
PERRETTS GULLY REPLA,-1
THE CHEQURES NO 1,-1
SHIRLARA NO 1 BORE,-1
ABANDONED BORE,-1
TURKEY NEST,-1
BOWEN LANE BORE,-1
JOTAMI,-1
BUNDILLA FEEDLOT,-1
CARLTON BORE,-1
RIVER PARK BORE,-1
JACKS MOUNTAIN,-1
TELCO,-1
HOUSE REPLACEMENT,-1
NORWOOD,-1
DAWSON RIVER BORE,-1
KALINDA BORE,-1
NEVER DRILLED,-1
WINDIBRI NO 1,-1
ROMAVILLA WINERY,-1
SANDY BORE,-1
CREEK PADDOCK,-1
RANGE BORE ABANDONED,-1
WALLA BORE ABANDONED,-1
TEST HOLE NO 1,-1
TEST HOLE NO 2,-1
SPRING CREEK WELL,-1
NO 7 REPLACEMENT,-1
JOYOWL BORE,-1
SHARE BORE REPLACE.,-1
WILLIAMS BORE,-1
EDEN HOPE,-1
SCOTLAND BORE,-1
ROCKWOOD FEEDLOT,-1
THIRSTY BORE,-1
7 MILE BORE,-1
MUNDALYA NO 2 BORE,-1
BORE NO 1,-1
BORE NO 4,-1
NO 5 BORE,-1
YELLOWBANK SCHOOL,-1
KOOYONG,-1
COOLAMON HOUSE,-1
PATS REPLACEMENT,-1
HOBBIT NO 1 WELL,-1
HOUSE BORE,-1
QUART POT HOUSE BORE,-1
KOORINGA HOUSE,-1
FROGMOOR BORE,-1
CLAYPAN REPLACEMENT,-1
KYNUNA BORE,-1
NO 2 REPLACEMENT,-1
SANTOS WATER BORE,-1
SANTOS WATER BORE,-1
9 MILE REPLACEMENT,-1
CONDABRI FEEDLOT,-1
SILICA MINE,-1
REPLACEMENT NO 2,-1
REPLACEMENT,-1
MOUNTAIN BORE,-1
WALLANGRA NO4,-1
REPLACEMENT,-1
DULACCA TOWN NO.2,-1
HOOKSWAY GULLY REPLA,-1
MIDDLE BORE REPLACEM,-1
JACKS BORE,-1
KILTO NO 3,-1
EASTERN CREEK,-1
HILLCREST HOUSE,-1
REPLACEMENT BORE,-1
ROAD FLOW REPLACEMEN,-1
GLENROWAN,-1
REPLACEMENT BORE,-1
HOUSE BORE,-1
REPLACEMENT BORE,-1
HOUSE BORE,-1
THE ROCK HOUSE,-1
BULLOCK GULLY,-1
DUFFIELD,-1
MILRAIN,-1
SILVERLEIGH,-1
HOUSE BORE,-1
SAND PADDOCK BORE,-1
HOMELEA,-1
MOUNTAIN GULLY,-1
HOUSE NUMBER 2,-1
DULBYDILLA NO.2,-1
Y WORRY,-1
KIORA WEST NO 1,-1
REPLACEMENT BORE,-1
MOUNTAIN PADDOCK BORE,-1
LAGOON CREEK,-1
SALT SHED REPLACEMENT,-1
REPLACEMENT BORE,-1
HOUSE BORE,-1
LENROY HOUSE,-1
BOE NUMBER 3,-1
BORE NUMBER 4,-1
REPLACEMENT BORE,-1
NEWTONS BORE,-1
WANDOAN TOWN NO. 2,-1
GLENALVA HOUSE BORE,-1
BELAH BORE,-1
TURNER'S BORE,-1
TOOLOOMBILLA HOUSE BORE,-1
YELLOW WINDMILL,-1
HOUSE BORE,-1
HOUSE BORE,-1
BINDAROO NO. 1 BORE,-1
MAXDALE BORE,-1
THREE CORNERS,-1
HOUSE BORE,-1
YARD BORE,-1
NO5 NORTHERN BORE,-1
NO. 1   HOUSE,-1
CHISHOLMS NO 2,-1
RICHON NO 1,-1
BY GUM MILES,-1
7 MILE BORE,-1
RICKS BORE,-1
KEELE DOWNS BORE,-1
THE PINE,-1
TOMS DAM BORE,-1
GLEN HOPE,-1
RICKS BORE,-1
WATSONS BORE (NO.2),-1
HOUSE BORE,-1
BURNSDALE HOUSE,-1
BERRIMA HOUSE BORE,-1
COLERAINE YARD BORE,-1
RETREAT,-1
KENILWORTH,-1
JOHNSONS BORE,-1
GORDON'S GULLY BORE,-1
YARD BORE,-1
BULLOCKS PADDOCK,-1
HUT GULLY BORE,-1
HOUSE BORE,-1
BORE NEVER DRILLED,-1
OASIS BORE,-1
NEVER DRILLED,-1
HOUSE BORE,-1
NEVER DRILLED,-1
NOT DRILLED,-1
BORE ABANDONED,-1
NOT DRILLED,-1
NOT DRILLED,-1
NOT DRILLED,-1
ABANDONED BORE,-1
NOT DRILLED,-1
MADIGANS BORE,-1
NOT DRILLED,-1
NOT DRILLED,-1
NOT DRILLED,-1
NOT DRILLED,-1
BORALLEY NO. 1,-1
NOT DRILLED,-1
NOT DRILLED,-1
NOT DRILLED,-1
NOT DRILLED,-1
NOT DRILLED,-1
NOT DRILLED,-1
ABANDONED BORE,-1
ABANDONED BORE,-1
NOT DRILLED,-1
NOT DRILLED,-1
HOUSE BORE,-1
NOT DRILLED,-1
NOT DRILLED,-1
DRILLED & ABANDONED,-1
NOT DRILLED,-1
HOUSE BORE,-1
SKIP ONE,-1
NOT DRILLED,-1
NOT DRILLED,-1
NEW BORE,-1
BORE ABANDONED,-1
JERVIS,-1
LEHMANN,-1
FREECK,-1
FREECK   IR,-1
KELLER,-1
LEWIS   DO,-1
KAMMHOLZ,-1
KAMMHOLZ,-1
PFEIFFER,-1
RECK,-1
PATRICK   IRR,-1
VOIGHT   IR,-1
VORPAGEL   IR,-1
SIPPEL   IRR,-1
SIPPEL   IR,-1
SIPPEL   DOM,-1
KAMMHOLZ   IR/ST,-1
KAMMHOLZ   IR/ST,-1
TAYLOR,-1
FRIEDRICH IR/ST/DO,-1
SIPPEL   IR,-1
SIPPEL   ST,-1
SIPPEL   ST,-1
KNOPKE,-1
RIECK,-1
HAYES   DOM,-1
HAYES   DOM,-1
DIESING   IR,-1
DIESING   IR,-1
DIESING   IR,-1
PARNELL,-1
PARNELL,-1
PARNELL   IR,-1
PARNELL,-1
HAYES   IR,-1
MARSCHKE   IR,-1
MARSCHKE   IR,-1
MARSCHKE   IR,-1
WENDT   IR,-1
WENDT   IR,-1
DIESING   IR,-1
DIESING   IR,-1
DIESING   IR,-1
DIESING   IR,-1
MARSCHKE   IR,-1
STEGEMANN   IR,-1
JOSEPH   IR,-1
PAGEL,-1
JORGENSEN,-1
SENGSTOCK   IR,-1
KAMMHOLZ   IR,-1
LAYCOCK   ST,-1
ABRAHAM,-1
JILLELLA   IR/ST/DO,-1
JILLELLA,-1
THORNE   IR,-1
THORNE   IR,-1
SIPPEL   IR,-1
SIPPEL   IR,-1
KEEGAN   ST/DO,-1
MARTI   IR,-1
HAWKINS   IR/DO,-1
SURAWSKI   ST/DOM,-1
VAN ROMPAEY   IR,-1
MARTIN,-1
MARTIN,-1
MARTIN,-1
SIPPEL,-1
SIPPEL,-1
SIPPEL   IR,-1
SIPPEL   IR,-1
SIPPEL   DOM,-1
DOWNIE,-1
DOWNIE   IR,-1
JACKWITZ   ST,-1
JACKWITZ,-1
GIDDINGS   IR,-1
GIDDINGS   DOM,-1
MCNAUGHT (NOW HECK),-1
HC & MA STEVENS,-1
HC & MA STEVENS,-1
DARRAGH,-1
RASMUSSEN   IR,-1
RASMUSSEN   IR,-1
HERBST   IR,-1
HERBST   IR,-1
SIPPEL   DO,-1
SIPPEL   IR,-1
SIPPEL   IR,-1
JENDRA   IRR,-1
JENDRA,-1
ZAMMIT,-1
ZELINSKI   IR,-1
ZELINSKI   IR,-1
KARRASCH  IR,-1
PARNELL,-1
PARNELL,-1
KAMMHOLZ   IR,-1
CLARSON,-1
MANZ,-1
MANZ,-1
ZELINSKI,-1
ZELINSKI,-1
ZELINSKI,-1
STREATHFIELD &OTH IR,-1
STREATHFIELD &OTH IR,-1
STREATHFIELD DO/ST,-1
SCHLOSS   ST,-1
SCHEIWE,-1
SCHEIWE   DOM,-1
MOHR   IR,-1
MOHR,-1
MOHR   DOM,-1
RAABE,-1
RAABE,-1
RIECK,-1
MULLER   IR,-1
MULLER   DOM,-1
MULLER,-1
NEUNDORF,-1
BICHEL   IR,-1
BICHEL,-1
BICHEL   IR,-1
BICHEL   IR,-1
BURNES   DOM,-1
BURNES   IR,-1
BURNES   IS,-1
WINKLER   IR,-1
SV & BJ SMITH,-1
SMITH   ST,-1
MCPHERSON   ST/DO,-1
MCPHERSON   IR,-1
ZABEL   DOM,-1
THORNE   DOM,-1
ROBERTS   IR,-1
HANNANT,-1
FOX   IR,-1
NEUMANN   IR,-1
BAYLISS   ST/DO,-1
JENDRA   IR,-1
PROPOSED 200M RIVER,-1
NORTH TURBINE <200M,-1
NORTH PADDOCK BORE,-1
TEST HOLE 1,-1
HL METERED BORE,-1
POTTS,-1
CNR INVERDON/INVEROONA RD,-1
PRODUCTION BORE 12,-1
PRODUCTION BORE 25,-1
TOP NEAR MOLONGLE,-1
TOP CORNER BORE,-1
FEEDLOT BORE,-1
11810219,-1
CORNER BORE,-1
BURKEYS BORE,-1
HL METERED BORE,-1
SAMBO BORE,-1
REPLACED BY WW57230,-1
PROPOSED SOUTH BLOCK,-1
PROPOSED NORTH BLOCK,-1
PROPOSED NORTH BLOCK,-1
LASKER 1ST UPSTREAM,-1
LASKER 4TH UPSTREAM,-1
LASKER 3RD UPSTREAM,-1
LASKA 2ND UPSTREAM,-1
NORTH HEINIGER BORE,-1
SOUTH HEINIGER BORE,-1
REPLACED BY RN70109,-1
REPLACED BY RN70108,-1
REPLACED BY RN70110,-1
GUMLU SIDE OF DAM,-1
NC METERED BORE,-1
HL METERED BORE,-1
MAIN BORE,-1
NEAR BOUNDARY BORE,-1
BUCKLEY SHED BORE,-1
BH2,-1
BH3,-1
BH4,-1
BH5,-1
BH6,-1
BH7,-1
BH8,-1
BH9,-1
BH10,-1
BH11,-1
BH13,-1
BH14,-1
MIDDLE PROPERTY BORE,-1
HOUSE BLOCK BORE,-1
FREDS BORE,-1
LASKA BORE,-1
BIGGS CENTRE PROP,-1
BIGGS NEAR SHED,-1
HH METERED BORE,-1
BACK BLOCK BORE,-1
HH NONMETERED BORE,-1
MAIN BORE NEAR DOMES,-1
REPLACES RN25465,-1
BETTS CK,-1
PRODUCTION BORE 27,-1
PRODUCTION BORE 28,-1
PRODUCTION BORE 30,-1
HL METERED BORE,-1
SOUTH BORE,-1
>200M DON RIVER,-1
CLAY WATER HOLES,-1
HL METERED BORE,-1
HH METERED BORE,-1
HH METERED BORE,-1
PENARRC P#36,-1
CREEK BORE,-1
LASKA HOUSE BORE,-1
CENTRE BORE,-1
ROCKY PONDS DAM BORE,-1
ANDERSON NEAR SHED,-1
HH METERED BORE,-1
HL METERED BORE,-1
HL METERED BORE,-1
BH15,-1
BH16,-1
BH17,-1
BH18 (ABBOT POINT WATER),-1
BH19,-1
BH20,-1
BH21,-1
BH22,-1
BH23,-1
BH24,-1
BH26,-1
BH30,-1
ECW12 AGC BORE,-1
MT NUTT RD BORE,-1
BACK OF BLOCK BORE,-1
REPLACED WW 5583,-1
OLD HOUSE BORE,-1
OLD OLD HOUSE BORE,-1
CYLINDER MILL,-1
PUDDLER MILL,-1
WILSONS MILL,-1
FIATS BORE,-1
TOMS MILL,-1
BEATTIE MILL,-1
SPEAR,-1
OLD BRACEBROUGH ROAD MILL,-1
NINE MILE MILL,-1
DEAD MANS MILL,-1
MAGPIE MILL,-1
THALANGA MINE WA1B,-1
PENARROYA WA2B,-1
PENARROYA WA3,-1
PENARROYA WA4,-1
HOMESTEAD CREEK BORE,-1
SENSIBLE CREEK BORE,-1
NEAR STOCK ROUTE,-1
PINNACLE WELL,-1
GLENROY MILL,-1
BACK GULLY WELL,-1
SHOVEL CREEK WELL,-1
BORE THOMAS RD PROP,-1
BEHIND HOUSE >200M,-1
PARRAVACINI CK NORTH,-1
LASKA MIDDLE NORTH,-1
LASKA MIDDLE SOUTH,-1
PARRAVICINI MIDDLE,-1
PARRAVICINI CK SOUTH,-1
HIGHWAY BORE,-1
MIDDLE PROPERTY BORE,-1
BOTTOM BOUNDARY BORE,-1
REPLACED BY WW55073,-1
CENTRE PROPERTY BORE,-1
HOME FARM,-1
HOME STH BLOCK BORE,-1
NO POWER NEAR DINNER,-1
NEW DINNER CK BORE,-1
HOLE 3,-1
SMALL HORSE PADDOCK,-1
PEAKS BORE,-1
DRILLMAC BORE,-1
HL METERED BORE,-1
HH METERED BORE,-1
HOME MANGO TREE BORE,-1
HONNERY RWAY BORE,-1
HONNERY BORE,-1
BUCKLEY SHED BORE,-1
HL METERED BORE,-1
SPOTTED DOG BORE,-1
REPLACED BY WW55041,-1
REPLACED BY WW55042,-1
REPLACED BY WW55043,-1
REPLACED BY WW55044,-1
REPLACED BY WW55045,-1
REPLACED BY WW55046,-1
REPLACED BY WW55047,-1
REPLACED BY WW55048,-1
DOMESTIC OFFICE LIC,-1
BOTTOM BORE DRILLMAC,-1
NEAR 60419 DRILLMAC,-1
BORE NO 5,-1
BORE NO 2,-1
MID PROP NO 2 BORE,-1
STOCKYARD BORE,-1
BACK NEAR CK BORE,-1
MIDDLE NEAR CK BORE,-1
CORNER HIGHWAY BORE,-1
MIDDLE PROPERTY BORE,-1
BALAAMS BORE,-1
NORMS RAILWAY BORE,-1
IRR BORE 1,-1
IRR BORE 3,-1
IRR BORE 4,-1
IRR BORE 6,-1
IRR BORE 2,-1
>200M EURI CK BORE,-1
NEAR YOUNGS BORE,-1
SOUTHERN FLAT BORE,-1
AGC 26,-1
AGC 35,-1
AGC 41,-1
AGC 30,-1
AGC 32,-1
ECW 9L,-1
ECW 10L,-1
WATTLEVALE PROPOSED,-1
WATTLEVALE PROPOSED,-1
WATTLEVALE PROPOSED,-1
JD METERED BORE,-1
REPLACED BY 39751,-1
ORIG AYR OFFICE BORE,-1
DEGNEYS HOUSE,-1
SCHOOL BORE,-1
REPLACED BY WW57227,-1
REPLACES RN 38487,-1
NEAR EURI CK BORE,-1
BAILING CAMP BORE,-1
HORSE CREEK BORE,-1
HH METERED BORE,-1
HH METERED BORE,-1
NO 5,-1
TURBINE BORE,-1
HH METERED BORE,-1
MERINDA REP BY 76527,-1
MERINDA DEPOT NO 2,-1
FIRE BORE,-1
REPLACED BY WW55040,-1
FREDS BACK TURBINE,-1
MIDDLE EASTERN BORE,-1
SOUTH EAST CNR BORE,-1
WEST BORE,-1
BETTS CREEK,-1
HH METERED BORE,-1
HH METERED BORE,-1
LASKA SOUTH BORE,-1
KIRBY BORE,-1
EURI CREEK BEDSANDS,-1
SPRING HILL BORE,-1
COMBINED 37193 DON R,-1
NEAR RAILWAY BORE,-1
MIDDLE BOUNDARY BORE,-1
MIDDLE PROPERTY BORE,-1
FIRE BORE,-1
HL METERED BORE,-1
BORE ON BOUNDARY,-1
BORE NO 4,-1
BORE NO 1,-1
BORE NO 3,-1
SWAMP MILL WELL,-1
CALMENS BORE,-1
LINE PADDOCK WELL,-1
BULL PADDOCK BORE,-1
KANGAROO NO2,-1
KANGAROO NO4,-1
TURKEYS NEST BORE,-1
HOME BORE,-1
REPLACED RN35295,-1
BORE NEAR HOUSE,-1
YATES CREEK,-1
LIONTOWN,-1
OPPOSITE HOUSE BORE,-1
BACKUP FOR RN25145,-1
HL METERED BORE,-1
EURI CREEK,-1
HH METERED BORE,-1
FRANKS REP BY 76724,-1
CTR TURBINE LOVETTS,-1
MOUNT DANGAR,-1
TEDDY BAR MILL,-1
LOCO BORE,-1
BEATTIES BORE,-1
BUTLERS BORE,-1
PRATCHES BORE,-1
SENSIBLE MILL,-1
HOMESTEAD CREEK BORE,-1
SOUTH OF HOUSE BORE,-1
PUSSY CAT MILL,-1
DAVES MILL,-1
MUNDIC CREEK BORE,-1
HH METERED BORE,-1
BA METERED BORE,-1
NEAR TOP PADDOCK BOR,-1
MIDDLE SOUTHERN BORE,-1
WESTERN BLOCK BORE,-1
TO REPLACE 20965,-1
NC METERED BORE,-1
TO BE REPLACED BY 96844,-1
SUBMERSIBLE,-1
MITCHELL BORE,-1
REPLACED BY WW57228,-1
OLD DIESEL BORE,-1
THE FLAT,-1
MIDDLE PROPERTY BORE,-1
TRICKLE BORE,-1
CANSO MOGGA BORE,-1
OLD WELL TURBINE,-1
HH METERED BORE,-1
REPLACED RN24939,-1
BIG CAMPASPE,-1
LITTLE CAMPASPE,-1
COW PADDOCK,-1
RILEYS,-1
3 MILE BORE,-1
HOUSE BORE,-1
DANGAR CNR BACK BORE,-1
HL METERED BORE,-1
HL,-1
SOUTH BORE,-1
REPLACED N25190,-1
LANE BORE,-1
OLD HOME NEAR WELL,-1
HL METERED BORE,-1
NEILSONS BORE,-1
QUINNS,-1
SUBMERSIBLE PUMP,-1
NEAR KELSEY ROAD,-1
HL METERED BORE,-1
NC METERED BORE,-1
HOUSE AND STOCK,-1
HL METERED BORE,-1
SARAH HOUSTON BETTS,-1
MANGO PROP REP 25507,-1
REPLACES RN36270,-1
MIDDLE P94 BORE,-1
REPLACES RN25726,-1
NEAR DRIVEWAY BORE,-1
PATTERSON   DO,-1
PATTERSON   IR,-1
PATTERSON   IR,-1
MCEACHERN & OTHRS IR,-1
BORE NOT DRILLED,-1
GR & HM GOOS,-1
CONNELLAN   ST,-1
14/68 BORE (14320353),-1
8/77 BORE,-1
